Time,Time (ms),Time (delay corrected), C, R, AVG,Baseline corrected
0.8992,899.2,884.2,-1.10E-06,-3.72E-07,-7.36E-07,7.42E-07
0.8993,899.3,884.3,-1.09E-06,-3.60E-07,-7.22E-07,7.56E-07
0.8994,899.4,884.4,-1.07E-06,-3.48E-07,-7.08E-07,7.69E-07
0.8995,899.5,884.5,-1.07E-06,-3.30E-07,-6.97E-07,7.80E-07
0.8996,899.6,884.6,-1.06E-06,-3.15E-07,-6.88E-07,7.90E-07
0.8997,899.7,884.7,-1.07E-06,-3.01E-07,-6.82E-07,7.96E-07
0.8998,899.8,884.8,-1.06E-06,-3.02E-07,-6.80E-07,7.98E-07
0.8999,899.9,884.9,-1.07E-06,-3.19E-07,-6.91E-07,7.86E-07
0.9,900,885,-1.07E-06,-3.34E-07,-6.98E-07,7.80E-07
0.9001,900.1,885.1,-1.06E-06,-3.42E-07,-7.00E-07,7.78E-07
0.9001999,900.1999,885.1999,-1.05E-06,-3.37E-07,-6.89E-07,7.88E-07
0.9003,900.3,885.3,-1.01E-06,-3.23E-07,-6.65E-07,8.12E-07
0.9004,900.4,885.4,-9.65E-07,-3.01E-07,-6.31E-07,8.47E-07
0.9005,900.5,885.5,-9.28E-07,-2.92E-07,-6.08E-07,8.69E-07
0.9006,900.6,885.6,-9.12E-07,-2.95E-07,-6.01E-07,8.76E-07
0.9007,900.7,885.7,-9.09E-07,-3.09E-07,-6.07E-07,8.71E-07
0.9008,900.8,885.8,-9.09E-07,-3.12E-07,-6.08E-07,8.69E-07
0.9009,900.9,885.9,-8.98E-07,-3.06E-07,-6.00E-07,8.77E-07
0.901,901,886,-8.71E-07,-3.00E-07,-5.84E-07,8.94E-07
0.9011,901.1,886.1,-8.25E-07,-2.94E-07,-5.58E-07,9.20E-07
0.9012,901.2,886.2,-7.82E-07,-2.95E-07,-5.37E-07,9.41E-07
0.9013,901.3,886.3,-7.59E-07,-3.00E-07,-5.28E-07,9.49E-07
0.9014,901.4,886.4,-7.51E-07,-2.94E-07,-5.21E-07,9.57E-07
0.9015,901.5,886.5,-7.52E-07,-2.65E-07,-5.07E-07,9.70E-07
0.9016,901.6,886.6,-7.48E-07,-2.28E-07,-4.87E-07,9.91E-07
0.9017,901.7,886.7,-7.41E-07,-2.07E-07,-4.72E-07,1.01E-06
0.9018,901.8,886.8,-7.23E-07,-2.02E-07,-4.61E-07,1.02E-06
0.9019,901.9,886.9,-6.89E-07,-2.00E-07,-4.43E-07,1.03E-06
0.902,902,887,-6.46E-07,-2.04E-07,-4.24E-07,1.05E-06
0.9021,902.1,887.1,-6.03E-07,-2.22E-07,-4.11E-07,1.07E-06
0.9022,902.2,887.2,-5.65E-07,-2.41E-07,-4.02E-07,1.08E-06
0.9023,902.3,887.3,-5.28E-07,-2.53E-07,-3.89E-07,1.09E-06
0.9024,902.4,887.4,-4.96E-07,-2.47E-07,-3.71E-07,1.11E-06
0.9025,902.5,887.5,-4.83E-07,-2.45E-07,-3.63E-07,1.11E-06
0.9026,902.6,887.6,-4.76E-07,-2.42E-07,-3.59E-07,1.12E-06
0.9027,902.7,887.7,-4.69E-07,-2.67E-07,-3.67E-07,1.11E-06
0.9028,902.8,887.8,-4.53E-07,-3.04E-07,-3.78E-07,1.10E-06
0.9029,902.9,887.9,-4.39E-07,-3.48E-07,-3.93E-07,1.08E-06
0.903,903,888,-4.34E-07,-3.71E-07,-4.02E-07,1.08E-06
0.9031,903.1,888.1,-4.32E-07,-3.75E-07,-4.04E-07,1.07E-06
0.9032,903.2,888.2,-4.26E-07,-3.72E-07,-3.99E-07,1.08E-06
0.9033,903.3,888.3,-4.21E-07,-3.61E-07,-3.91E-07,1.09E-06
0.9034,903.4,888.4,-4.17E-07,-3.47E-07,-3.82E-07,1.10E-06
0.9035,903.5,888.5,-4.21E-07,-3.28E-07,-3.74E-07,1.10E-06
0.9036,903.6,888.6,-4.21E-07,-3.19E-07,-3.70E-07,1.11E-06
0.9037,903.7,888.7,-4.12E-07,-3.22E-07,-3.67E-07,1.11E-06
0.9038,903.8,888.8,-4.10E-07,-3.32E-07,-3.70E-07,1.11E-06
0.9039,903.9,888.9,-4.21E-07,-3.41E-07,-3.81E-07,1.10E-06
0.904,904,889,-4.39E-07,-3.39E-07,-3.89E-07,1.09E-06
0.9041,904.1,889.1,-4.58E-07,-3.27E-07,-3.92E-07,1.09E-06
0.9042,904.2,889.2,-4.81E-07,-3.14E-07,-3.97E-07,1.08E-06
0.9043,904.3,889.3,-5.16E-07,-3.16E-07,-4.16E-07,1.06E-06
0.9044,904.4,889.4,-5.67E-07,-3.39E-07,-4.52E-07,1.03E-06
0.9044999,904.4999,889.4999,-6.17E-07,-3.70E-07,-4.93E-07,9.85E-07
0.9046,904.6,889.6,-6.60E-07,-3.95E-07,-5.26E-07,9.51E-07
0.9047,904.7,889.7,-6.94E-07,-3.96E-07,-5.44E-07,9.33E-07
0.9048,904.8,889.8,-7.28E-07,-3.82E-07,-5.54E-07,9.24E-07
0.9049,904.9,889.9,-7.54E-07,-3.63E-07,-5.57E-07,9.20E-07
0.905,905,890,-7.67E-07,-3.60E-07,-5.62E-07,9.15E-07
0.9051,905.1,890.1,-7.78E-07,-3.76E-07,-5.76E-07,9.02E-07
0.9052,905.2,890.2,-8.08E-07,-3.92E-07,-5.99E-07,8.79E-07
0.9053,905.3,890.3,-8.41E-07,-4.01E-07,-6.19E-07,8.58E-07
0.9054,905.4,890.4,-8.71E-07,-4.02E-07,-6.35E-07,8.43E-07
0.9055,905.5,890.5,-8.95E-07,-4.09E-07,-6.50E-07,8.27E-07
0.9056,905.6,890.6,-9.32E-07,-4.18E-07,-6.74E-07,8.04E-07
0.9057,905.7,890.7,-9.71E-07,-4.16E-07,-6.92E-07,7.85E-07
0.9058,905.8,890.8,-1.01E-06,-4.08E-07,-7.05E-07,7.73E-07
0.9059,905.9,890.9,-1.02E-06,-3.95E-07,-7.06E-07,7.72E-07
0.906,906,891,-1.02E-06,-3.93E-07,-7.05E-07,7.73E-07
0.9061,906.1,891.1,-1.02E-06,-3.96E-07,-7.05E-07,7.73E-07
0.9062,906.2,891.2,-1.01E-06,-4.06E-07,-7.07E-07,7.70E-07
0.9062999,906.2999,891.2999,-1.01E-06,-4.26E-07,-7.17E-07,7.61E-07
0.9064,906.4,891.4,-1.01E-06,-4.49E-07,-7.30E-07,7.47E-07
0.9065,906.5,891.5,-1.02E-06,-4.64E-07,-7.42E-07,7.36E-07
0.9066,906.6,891.6,-1.04E-06,-4.55E-07,-7.44E-07,7.33E-07
0.9067,906.7,891.7,-1.04E-06,-4.44E-07,-7.41E-07,7.36E-07
0.9068,906.8,891.8,-1.05E-06,-4.48E-07,-7.48E-07,7.29E-07
0.9069,906.9,891.9,-1.07E-06,-4.59E-07,-7.61E-07,7.17E-07
0.907,907,892,-1.09E-06,-4.63E-07,-7.77E-07,7.01E-07
0.9071,907.1,892.1,-1.13E-06,-4.47E-07,-7.86E-07,6.91E-07
0.9072,907.2,892.2,-1.15E-06,-4.27E-07,-7.89E-07,6.89E-07
0.9073,907.3,892.3,-1.16E-06,-4.08E-07,-7.83E-07,6.94E-07
0.9074,907.4,892.4,-1.15E-06,-4.01E-07,-7.73E-07,7.05E-07
0.9075,907.5,892.5,-1.13E-06,-3.92E-07,-7.58E-07,7.20E-07
0.9076,907.6,892.6,-1.11E-06,-3.74E-07,-7.41E-07,7.37E-07
0.9077,907.7,892.7,-1.10E-06,-3.48E-07,-7.24E-07,7.53E-07
0.9078,907.8,892.8,-1.11E-06,-3.32E-07,-7.17E-07,7.61E-07
0.9079,907.9,892.9,-1.10E-06,-3.30E-07,-7.15E-07,7.63E-07
0.908,908,893,-1.10E-06,-3.37E-07,-7.18E-07,7.60E-07
0.9080999,908.0999,893.0999,-1.09E-06,-3.51E-07,-7.21E-07,7.57E-07
0.9082,908.2,893.2,-1.09E-06,-3.70E-07,-7.30E-07,7.47E-07
0.9083,908.3,893.3,-1.10E-06,-3.87E-07,-7.41E-07,7.36E-07
0.9084,908.4,893.4,-1.12E-06,-4.01E-07,-7.59E-07,7.19E-07
0.9085,908.5,893.5,-1.14E-06,-4.21E-07,-7.79E-07,6.98E-07
0.9086,908.6,893.6,-1.15E-06,-4.43E-07,-7.97E-07,6.81E-07
0.9087,908.7,893.7,-1.15E-06,-4.56E-07,-8.03E-07,6.75E-07
0.9088,908.8,893.8,-1.14E-06,-4.62E-07,-7.97E-07,6.80E-07
0.9089,908.9,893.9,-1.12E-06,-4.57E-07,-7.87E-07,6.91E-07
0.909,909,894,-1.10E-06,-4.43E-07,-7.70E-07,7.07E-07
0.9091,909.1,894.1,-1.09E-06,-4.14E-07,-7.51E-07,7.26E-07
0.9092,909.2,894.2,-1.09E-06,-3.92E-07,-7.39E-07,7.38E-07
0.9093,909.3,894.3,-1.10E-06,-3.83E-07,-7.38E-07,7.40E-07
0.9094,909.4,894.4,-1.10E-06,-3.79E-07,-7.38E-07,7.40E-07
0.9095,909.5,894.5,-1.10E-06,-3.81E-07,-7.36E-07,7.41E-07
0.9096,909.6,894.6,-1.07E-06,-3.89E-07,-7.28E-07,7.50E-07
0.9097,909.7,894.7,-1.03E-06,-4.05E-07,-7.14E-07,7.63E-07
0.9098,909.8,894.8,-9.92E-07,-3.98E-07,-6.93E-07,7.84E-07
0.9099,909.9,894.9,-9.81E-07,-3.74E-07,-6.75E-07,8.02E-07
0.91,910,895,-9.73E-07,-3.48E-07,-6.59E-07,8.18E-07
0.9101,910.1,895.1,-9.64E-07,-3.47E-07,-6.53E-07,8.24E-07
0.9102,910.2,895.2,-9.51E-07,-3.66E-07,-6.57E-07,8.21E-07
0.9103,910.3,895.3,-9.44E-07,-3.98E-07,-6.70E-07,8.08E-07
0.9104,910.4,895.4,-9.34E-07,-4.29E-07,-6.80E-07,7.98E-07
0.9105,910.5,895.5,-9.25E-07,-4.47E-07,-6.85E-07,7.93E-07
0.9106,910.6,895.6,-9.27E-07,-4.43E-07,-6.83E-07,7.94E-07
0.9107,910.7,895.7,-9.27E-07,-4.31E-07,-6.78E-07,8.00E-07
0.9108,910.8,895.8,-9.13E-07,-4.18E-07,-6.64E-07,8.13E-07
0.9109,910.9,895.9,-8.98E-07,-4.21E-07,-6.58E-07,8.19E-07
0.911,911,896,-8.92E-07,-4.21E-07,-6.55E-07,8.23E-07
0.9111,911.1,896.1,-8.96E-07,-4.13E-07,-6.53E-07,8.24E-07
0.9112,911.2,896.2,-8.99E-07,-3.99E-07,-6.47E-07,8.30E-07
0.9113,911.3,896.3,-8.95E-07,-4.09E-07,-6.51E-07,8.27E-07
0.9114,911.4,896.4,-8.87E-07,-4.44E-07,-6.64E-07,8.14E-07
0.9115,911.5,896.5,-8.65E-07,-4.83E-07,-6.73E-07,8.05E-07
0.9116,911.6,896.6,-8.44E-07,-4.99E-07,-6.70E-07,8.07E-07
0.9117,911.7,896.7,-8.27E-07,-5.08E-07,-6.67E-07,8.11E-07
0.9118,911.8,896.8,-8.19E-07,-5.22E-07,-6.70E-07,8.08E-07
0.9119,911.9,896.9,-8.22E-07,-5.50E-07,-6.85E-07,7.92E-07
0.912,912,897,-8.29E-07,-5.78E-07,-7.03E-07,7.75E-07
0.9121,912.1,897.1,-8.38E-07,-6.03E-07,-7.20E-07,7.58E-07
0.9122,912.2,897.2,-8.42E-07,-6.23E-07,-7.32E-07,7.45E-07
0.9123,912.3,897.3,-8.44E-07,-6.44E-07,-7.43E-07,7.34E-07
0.9123999,912.3999,897.3999,-8.45E-07,-6.66E-07,-7.55E-07,7.22E-07
0.9125,912.5,897.5,-8.38E-07,-6.90E-07,-7.64E-07,7.14E-07
0.9126,912.6,897.6,-8.17E-07,-7.12E-07,-7.64E-07,7.13E-07
0.9127,912.7,897.7,-8.02E-07,-7.14E-07,-7.57E-07,7.20E-07
0.9128,912.8,897.8,-7.98E-07,-6.97E-07,-7.47E-07,7.31E-07
0.9129,912.9,897.9,-8.06E-07,-6.73E-07,-7.39E-07,7.38E-07
0.913,913,898,-8.22E-07,-6.61E-07,-7.41E-07,7.37E-07
0.9131,913.1,898.1,-8.34E-07,-6.58E-07,-7.45E-07,7.32E-07
0.9132,913.2,898.2,-8.36E-07,-6.53E-07,-7.44E-07,7.33E-07
0.9133,913.3,898.3,-8.29E-07,-6.39E-07,-7.33E-07,7.44E-07
0.9134,913.4,898.4,-8.21E-07,-6.26E-07,-7.23E-07,7.55E-07
0.9135,913.5,898.5,-8.29E-07,-6.14E-07,-7.21E-07,7.57E-07
0.9136,913.6,898.6,-8.44E-07,-6.07E-07,-7.25E-07,7.53E-07
0.9137,913.7,898.7,-8.59E-07,-6.03E-07,-7.30E-07,7.47E-07
0.9138,913.8,898.8,-8.74E-07,-6.06E-07,-7.39E-07,7.38E-07
0.9139,913.9,898.9,-8.69E-07,-6.12E-07,-7.39E-07,7.38E-07
0.914,914,899,-8.54E-07,-6.13E-07,-7.33E-07,7.45E-07
0.9141,914.1,899.1,-8.33E-07,-6.00E-07,-7.16E-07,7.62E-07
0.9141999,914.1999,899.1999,-8.29E-07,-5.88E-07,-7.08E-07,7.70E-07
0.9143,914.3,899.3,-8.40E-07,-5.76E-07,-7.07E-07,7.70E-07
0.9144,914.4,899.4,-8.46E-07,-5.69E-07,-7.07E-07,7.71E-07
0.9145,914.5,899.5,-8.44E-07,-5.55E-07,-6.99E-07,7.79E-07
0.9146,914.6,899.6,-8.39E-07,-5.47E-07,-6.92E-07,7.85E-07
0.9147,914.7,899.7,-8.49E-07,-5.52E-07,-7.00E-07,7.78E-07
0.9148,914.8,899.8,-8.61E-07,-5.66E-07,-7.12E-07,7.65E-07
0.9149,914.9,899.9,-8.66E-07,-5.78E-07,-7.21E-07,7.56E-07
0.915,915,900,-8.59E-07,-5.92E-07,-7.25E-07,7.53E-07
0.9151,915.1,900.1,-8.59E-07,-6.06E-07,-7.32E-07,7.46E-07
0.9152,915.2,900.2,-8.69E-07,-6.13E-07,-7.40E-07,7.37E-07
0.9153,915.3,900.3,-8.83E-07,-6.03E-07,-7.42E-07,7.36E-07
0.9154,915.4,900.4,-8.88E-07,-5.86E-07,-7.36E-07,7.41E-07
0.9155,915.5,900.5,-8.85E-07,-5.73E-07,-7.28E-07,7.49E-07
0.9156,915.6,900.6,-8.83E-07,-5.73E-07,-7.27E-07,7.50E-07
0.9157,915.7,900.7,-8.77E-07,-5.76E-07,-7.26E-07,7.52E-07
0.9158,915.8,900.8,-8.67E-07,-5.66E-07,-7.16E-07,7.62E-07
0.9159,915.9,900.9,-8.54E-07,-5.42E-07,-6.97E-07,7.81E-07
0.9159999,915.9999,900.9999,-8.59E-07,-5.10E-07,-6.83E-07,7.94E-07
0.9161,916.1,901.1,-8.69E-07,-4.80E-07,-6.74E-07,8.04E-07
0.9162,916.2,901.2,-8.80E-07,-4.57E-07,-6.67E-07,8.11E-07
0.9163,916.3,901.3,-8.78E-07,-4.36E-07,-6.56E-07,8.22E-07
0.9164,916.4,901.4,-8.79E-07,-4.30E-07,-6.53E-07,8.24E-07
0.9165,916.5,901.5,-8.79E-07,-4.22E-07,-6.49E-07,8.29E-07
0.9166,916.6,901.6,-8.77E-07,-4.04E-07,-6.39E-07,8.39E-07
0.9167,916.7,901.7,-8.76E-07,-3.80E-07,-6.27E-07,8.51E-07
0.9168,916.8,901.8,-8.79E-07,-3.61E-07,-6.19E-07,8.59E-07
0.9169,916.9,901.9,-8.90E-07,-3.52E-07,-6.19E-07,8.58E-07
0.917,917,902,-9.12E-07,-3.30E-07,-6.19E-07,8.58E-07
0.9171,917.1,902.1,-9.35E-07,-2.89E-07,-6.10E-07,8.67E-07
0.9172,917.2,902.2,-9.51E-07,-2.29E-07,-5.87E-07,8.90E-07
0.9173,917.3,902.3,-9.55E-07,-1.75E-07,-5.63E-07,9.15E-07
0.9174,917.4,902.4,-9.66E-07,-1.46E-07,-5.54E-07,9.24E-07
0.9175,917.5,902.5,-9.86E-07,-1.45E-07,-5.63E-07,9.14E-07
0.9176,917.6,902.6,-1.00E-06,-1.31E-07,-5.64E-07,9.14E-07
0.9177,917.7,902.7,-1.01E-06,-1.05E-07,-5.53E-07,9.25E-07
0.9177999,917.7999,902.7999,-1.00E-06,-8.19E-08,-5.39E-07,9.38E-07
0.9179,917.9,902.9,-1.01E-06,-6.95E-08,-5.35E-07,9.43E-07
0.918,918,903,-1.01E-06,-6.60E-08,-5.35E-07,9.42E-07
0.9181,918.1,903.1,-1.01E-06,-4.78E-08,-5.25E-07,9.52E-07
0.9182,918.2,903.2,-9.83E-07,-2.67E-08,-5.02E-07,9.76E-07
0.9183,918.3,903.3,-9.45E-07,-2.77E-09,-4.71E-07,1.01E-06
0.9184,918.4,903.4,-9.20E-07,1.08E-08,-4.52E-07,1.03E-06
0.9185,918.5,903.5,-9.13E-07,1.19E-08,-4.48E-07,1.03E-06
0.9186,918.6,903.6,-9.25E-07,5.14E-09,-4.57E-07,1.02E-06
0.9187,918.7,903.7,-9.31E-07,-1.68E-08,-4.71E-07,1.01E-06
0.9188,918.8,903.8,-9.27E-07,-3.16E-08,-4.77E-07,1.00E-06
0.9189,918.9,903.9,-9.15E-07,-2.72E-08,-4.69E-07,1.01E-06
0.919,919,904,-8.95E-07,-2.03E-09,-4.46E-07,1.03E-06
0.9191,919.1,904.1,-8.91E-07,2.63E-08,-4.30E-07,1.05E-06
0.9192,919.2,904.2,-8.74E-07,3.97E-08,-4.14E-07,1.06E-06
0.9193,919.3,904.3,-8.54E-07,4.53E-08,-4.01E-07,1.08E-06
0.9194,919.4,904.4,-8.18E-07,3.08E-08,-3.91E-07,1.09E-06
0.9195,919.5,904.5,-7.95E-07,-2.84E-09,-3.96E-07,1.08E-06
0.9196,919.6,904.6,-7.86E-07,-3.64E-08,-4.09E-07,1.07E-06
0.9197,919.7,904.7,-7.72E-07,-5.80E-08,-4.13E-07,1.06E-06
0.9198,919.8,904.8,-7.43E-07,-6.80E-08,-4.03E-07,1.07E-06
0.9199,919.9,904.9,-7.19E-07,-7.23E-08,-3.94E-07,1.08E-06
0.92,920,905,-7.03E-07,-7.31E-08,-3.86E-07,1.09E-06
0.9201,920.1,905.1,-7.01E-07,-7.00E-08,-3.84E-07,1.09E-06
0.9202,920.2,905.2,-6.99E-07,-6.92E-08,-3.82E-07,1.10E-06
0.9202999,920.2999,905.2999,-6.96E-07,-7.06E-08,-3.81E-07,1.10E-06
0.9204,920.4,905.4,-7.01E-07,-6.56E-08,-3.81E-07,1.10E-06
0.9205,920.5,905.5,-6.97E-07,-6.48E-08,-3.79E-07,1.10E-06
0.9206,920.6,905.6,-6.98E-07,-7.34E-08,-3.84E-07,1.09E-06
0.9207,920.7,905.7,-6.99E-07,-9.61E-08,-3.96E-07,1.08E-06
0.9208,920.8,905.8,-7.08E-07,-1.25E-07,-4.15E-07,1.06E-06
0.9209,920.9,905.9,-7.05E-07,-1.52E-07,-4.27E-07,1.05E-06
0.921,921,906,-6.92E-07,-1.69E-07,-4.29E-07,1.05E-06
0.9211,921.1,906.1,-6.78E-07,-1.87E-07,-4.31E-07,1.05E-06
0.9212,921.2,906.2,-6.75E-07,-1.99E-07,-4.36E-07,1.04E-06
0.9213,921.3,906.3,-6.76E-07,-2.18E-07,-4.46E-07,1.03E-06
0.9214,921.4,906.4,-6.66E-07,-2.16E-07,-4.40E-07,1.04E-06
0.9215,921.5,906.5,-6.50E-07,-2.13E-07,-4.30E-07,1.05E-06
0.9216,921.6,906.6,-6.38E-07,-2.07E-07,-4.21E-07,1.06E-06
0.9217,921.7,906.7,-6.40E-07,-2.08E-07,-4.23E-07,1.05E-06
0.9218,921.8,906.8,-6.40E-07,-2.04E-07,-4.21E-07,1.06E-06
0.9219,921.9,906.9,-6.27E-07,-1.94E-07,-4.09E-07,1.07E-06
0.922,922,907,-6.06E-07,-2.02E-07,-4.03E-07,1.07E-06
0.9220999,922.0999,907.0999,-5.86E-07,-2.21E-07,-4.02E-07,1.08E-06
0.9222,922.2,907.2,-5.75E-07,-2.44E-07,-4.08E-07,1.07E-06
0.9223,922.3,907.3,-5.59E-07,-2.42E-07,-4.00E-07,1.08E-06
0.9224,922.4,907.4,-5.54E-07,-2.29E-07,-3.90E-07,1.09E-06
0.9225,922.5,907.5,-5.51E-07,-2.06E-07,-3.78E-07,1.10E-06
0.9226,922.6,907.6,-5.57E-07,-1.99E-07,-3.77E-07,1.10E-06
0.9227,922.7,907.7,-5.52E-07,-2.11E-07,-3.80E-07,1.10E-06
0.9228,922.8,907.8,-5.51E-07,-2.27E-07,-3.88E-07,1.09E-06
0.9229,922.9,907.9,-5.53E-07,-2.24E-07,-3.88E-07,1.09E-06
0.923,923,908,-5.61E-07,-2.01E-07,-3.80E-07,1.10E-06
0.9231,923.1,908.1,-5.60E-07,-1.78E-07,-3.68E-07,1.11E-06
0.9232,923.2,908.2,-5.52E-07,-1.75E-07,-3.63E-07,1.11E-06
0.9233,923.3,908.3,-5.47E-07,-1.90E-07,-3.68E-07,1.11E-06
0.9234,923.4,908.4,-5.52E-07,-2.03E-07,-3.76E-07,1.10E-06
0.9235,923.5,908.5,-5.73E-07,-2.01E-07,-3.86E-07,1.09E-06
0.9236,923.6,908.6,-6.03E-07,-1.83E-07,-3.91E-07,1.09E-06
0.9237,923.7,908.7,-6.22E-07,-1.69E-07,-3.95E-07,1.08E-06
0.9238,923.8,908.8,-6.32E-07,-1.65E-07,-3.97E-07,1.08E-06
0.9238999,923.8999,908.8999,-6.36E-07,-1.77E-07,-4.05E-07,1.07E-06
0.924,924,909,-6.58E-07,-2.00E-07,-4.28E-07,1.05E-06
0.9241,924.1,909.1,-6.84E-07,-2.29E-07,-4.55E-07,1.02E-06
0.9242,924.2,909.2,-7.09E-07,-2.46E-07,-4.76E-07,1.00E-06
0.9243,924.3,909.3,-7.29E-07,-2.66E-07,-4.96E-07,9.81E-07
0.9244,924.4,909.4,-7.55E-07,-3.15E-07,-5.34E-07,9.44E-07
0.9245,924.5,909.5,-7.84E-07,-3.81E-07,-5.81E-07,8.96E-07
0.9246,924.6,909.6,-8.16E-07,-4.36E-07,-6.25E-07,8.53E-07
0.9247,924.7,909.7,-8.55E-07,-4.63E-07,-6.58E-07,8.20E-07
0.9248,924.8,909.8,-9.14E-07,-4.68E-07,-6.90E-07,7.88E-07
0.9249,924.9,909.9,-9.63E-07,-4.69E-07,-7.15E-07,7.63E-07
0.925,925,910,-9.79E-07,-4.70E-07,-7.23E-07,7.54E-07
0.9251,925.1,910.1,-9.64E-07,-4.83E-07,-7.22E-07,7.55E-07
0.9252,925.2,910.2,-9.57E-07,-4.97E-07,-7.26E-07,7.52E-07
0.9253,925.3,910.3,-9.77E-07,-5.06E-07,-7.40E-07,7.37E-07
0.9254,925.4,910.4,-9.98E-07,-5.07E-07,-7.51E-07,7.27E-07
0.9255,925.5,910.5,-1.01E-06,-4.93E-07,-7.48E-07,7.29E-07
0.9256,925.6,910.6,-1.01E-06,-4.78E-07,-7.43E-07,7.34E-07
0.9256999,925.6999,910.6999,-1.03E-06,-4.56E-07,-7.43E-07,7.34E-07
0.9258,925.8,910.8,-1.07E-06,-4.46E-07,-7.58E-07,7.20E-07
0.9259,925.9,910.9,-1.11E-06,-4.28E-07,-7.64E-07,7.13E-07
0.926,926,911,-1.11E-06,-4.15E-07,-7.62E-07,7.16E-07
0.9261,926.1,911.1,-1.10E-06,-3.89E-07,-7.44E-07,7.33E-07
0.9262,926.2,911.2,-1.11E-06,-3.75E-07,-7.39E-07,7.39E-07
0.9263,926.3,911.3,-1.13E-06,-3.59E-07,-7.40E-07,7.38E-07
0.9264,926.4,911.4,-1.15E-06,-3.47E-07,-7.44E-07,7.33E-07
0.9265,926.5,911.5,-1.16E-06,-3.50E-07,-7.51E-07,7.26E-07
0.9266,926.6,911.6,-1.16E-06,-3.69E-07,-7.64E-07,7.13E-07
0.9267,926.7,911.7,-1.17E-06,-3.90E-07,-7.77E-07,7.01E-07
0.9268,926.8,911.8,-1.17E-06,-3.90E-07,-7.77E-07,7.01E-07
0.9269,926.9,911.9,-1.17E-06,-3.75E-07,-7.68E-07,7.09E-07
0.927,927,912,-1.17E-06,-3.74E-07,-7.70E-07,7.07E-07
0.9271,927.1,912.1,-1.18E-06,-3.83E-07,-7.82E-07,6.96E-07
0.9272,927.2,912.2,-1.21E-06,-4.02E-07,-8.01E-07,6.76E-07
0.9273,927.3,912.3,-1.24E-06,-4.19E-07,-8.25E-07,6.53E-07
0.9274,927.4,912.4,-1.26E-06,-4.30E-07,-8.43E-07,6.35E-07
0.9274999,927.4999,912.4999,-1.28E-06,-4.33E-07,-8.51E-07,6.26E-07
0.9276,927.6,912.6,-1.26E-06,-4.26E-07,-8.41E-07,6.37E-07
0.9277,927.7,912.7,-1.23E-06,-4.27E-07,-8.27E-07,6.50E-07
0.9278,927.8,912.8,-1.21E-06,-4.27E-07,-8.18E-07,6.60E-07
0.9279,927.9,912.9,-1.21E-06,-4.25E-07,-8.14E-07,6.64E-07
0.928,928,913,-1.21E-06,-4.19E-07,-8.10E-07,6.67E-07
0.9281,928.1,913.1,-1.21E-06,-4.28E-07,-8.15E-07,6.63E-07
0.9281999,928.1999,913.1999,-1.20E-06,-4.47E-07,-8.24E-07,6.54E-07
0.9283,928.3,913.3,-1.19E-06,-4.64E-07,-8.25E-07,6.53E-07
0.9284,928.4,913.4,-1.17E-06,-4.62E-07,-8.12E-07,6.66E-07
0.9285,928.5,913.5,-1.16E-06,-4.54E-07,-8.06E-07,6.72E-07
0.9286,928.6,913.6,-1.18E-06,-4.45E-07,-8.11E-07,6.66E-07
0.9287,928.7,913.7,-1.20E-06,-4.37E-07,-8.19E-07,6.59E-07
0.9288,928.8,913.8,-1.21E-06,-4.46E-07,-8.26E-07,6.51E-07
0.9289,928.9,913.9,-1.21E-06,-4.73E-07,-8.38E-07,6.40E-07
0.929,929,914,-1.21E-06,-5.10E-07,-8.56E-07,6.21E-07
0.9291,929.1,914.1,-1.19E-06,-5.25E-07,-8.54E-07,6.24E-07
0.9292,929.2,914.2,-1.15E-06,-5.13E-07,-8.29E-07,6.49E-07
0.9293,929.3,914.3,-1.10E-06,-4.97E-07,-7.97E-07,6.80E-07
0.9294,929.4,914.4,-1.07E-06,-4.97E-07,-7.82E-07,6.96E-07
0.9295,929.5,914.5,-1.06E-06,-5.13E-07,-7.84E-07,6.93E-07
0.9296,929.6,914.6,-1.05E-06,-5.30E-07,-7.87E-07,6.90E-07
0.9297,929.7,914.7,-1.04E-06,-5.46E-07,-7.91E-07,6.86E-07
0.9298,929.8,914.8,-1.03E-06,-5.63E-07,-7.94E-07,6.84E-07
0.9299,929.9,914.9,-1.01E-06,-5.82E-07,-7.95E-07,6.82E-07
0.9299999,929.9999,914.9999,-9.93E-07,-5.91E-07,-7.91E-07,6.87E-07
0.9301,930.1,915.1,-9.89E-07,-5.95E-07,-7.91E-07,6.87E-07
0.9302,930.2,915.2,-9.98E-07,-5.94E-07,-7.95E-07,6.83E-07
0.9303,930.3,915.3,-9.99E-07,-5.97E-07,-7.97E-07,6.80E-07
0.9304,930.4,915.4,-9.87E-07,-6.03E-07,-7.94E-07,6.84E-07
0.9305,930.5,915.5,-9.62E-07,-6.10E-07,-7.85E-07,6.93E-07
0.9306,930.6,915.6,-9.50E-07,-6.04E-07,-7.76E-07,7.02E-07
0.9307,930.7,915.7,-9.55E-07,-5.91E-07,-7.72E-07,7.06E-07
0.9308,930.8,915.8,-9.79E-07,-5.77E-07,-7.77E-07,7.01E-07
0.9309,930.9,915.9,-9.87E-07,-5.71E-07,-7.78E-07,7.00E-07
0.931,931,916,-9.77E-07,-5.60E-07,-7.68E-07,7.10E-07
